"Review"	"Prediction"
"Much more interesting, more action, more suspense, and less of the unneeded controversy.  "	"1"
"Everything from acting to cinematography was solid.  "	"1"
"Definitely worth checking out.  "	"1"
"Damian is so talented and versatile in so many ways of writing and portraying different Characters on screen.  "	"1"
"This movie has a cutting edge to it.  "	"1"
"I am so pleased to know such a modern day genius is out there , letting is passion for Art drive him and taking us as an audience with him.  "	"1"
"The new characters weren't all that memorable, and I found myself forgetting who was who.  "	"0"
"I felt as though her going to Ireland did absolutely nothing whatsoever.  "	"0"
"It didn't make me scared, horrified, or make me sympathetic towards the characters; it was simply annoying.  "	"0"
"The jerky camera movements were also annoying.  "	"0"
"The plot was the same as pretty much every other cheap horror.  "	"0"
"There was a few pathetic attempts to give the characters some depth, but it didn't really work into the rest of the plot.  "	"0"
"I guess it was supposed to be clever twist, then shed some light on the situation, but it was just stupid.  "	"0"
"If you see it, you should probably just leave it on the shelf.  "	"0"
"Elias Koteas,Jack Palance play good roles Angelina is hot and gets naked.Billy Drago appears in this and is cool as usual + a cameo by Sven ole Thorsen helps make this a very enjoyable movie with good acting and a decent budget.  "	"1"
"This was such an awesome movie that i bought it off of Ebay.  "	"1"
"I really loved the story line and the poler bear was kinda cute.But if anyone has a question about Fort Steele, just ask away:)  "	"1"
"This totally UNfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture I probably looked at my watch about 70000 times!  "	"0"
"Lucy Bell is so much higher than this crap and for her to sink this low is quite depressing.  "	"0"
"All this movie does is make you sick watching all these slackers make excuses for their stupid actions for 90 minutes.  "	"0"
"God, and I can never get that 90 minutes back!  "	"0"
"I think the most wonderful parts (literally, full of "wonder") are the excerpts from his works.  "	"1"
"The sets (especially designed to work with the camera) are amazing....stylized, beautiful and effective.  "	"1"
"They could be used as exemplars for any set designer.  "	"1"
"The stories were powerful explorations of the nature of man and of art.  "	"1"
"After watching this film, I wanted to learn more about the works of this artist.  "	"1"
"I highly recommend this movie for anyone interested in art, poetry, theater, politics, or Japanese history.  "	"1"
"Here, in The Wind and the Lion, we see a wonderful rendering of America's own Imperial age.  "	"1"
") What makes this story different are the terrific production values - faultless photography, composition and editing - the terrific casting - the underappreciated Brian Keith playing a bully Teddy - and vivid history.  "	"1"
"Though The Wind and the Lion is told largely through the eyes of the son, every member of the family can identify with one of the characters, whether it be Sean Connery's noble brigand, Candace Bergen's feisty heroine, John Huston's wily John Hay or Steve Kanaly's spiffy, radiant, ruthless can-do lieutenant, Roosevelt's "Big Stick".  "	"1"
"This is high adventure at its best.  "	"1"
"I think it was Robert Ryans best film, because he portrayed someone like my father, and he was a schizophrenic in real life,(my father) although he never murdered anyone but was affected more so during the second world war which made him worse.  "	"1"
"Having to humour him just to get by and get through the day was so apt.  "	"1"
"(My mother and brother had to do this)When I saw Robert Ryan portraying this type of man, it was a very good imitation of this type of individual, and I was impressed.  "	"1"
"Almost all of the songs in Cover Girl are old-fashioned and not very tuneful.  "	"0"
"The most annoying thing about 'Cover Girl' is the way in which Rita Hayworth is put up on a pedestal.  "	"0"
"Unfortunately, 'Cover Girl' is an example of how Hollywood used to exploit women for financial gain.  "	"0"
"Non-linear narration thus many flashbacks and every part are articulated quite well.  "	"1"
"The good cinematography also makes her and Monica Bellucci look very beautiful.  "	"1"
"A good commentary of today's love and undoubtedly a film worth seeing.  "	"1"
"For people who are first timers in film making, I think they did an excellent job!!  "	"1"
"It was very popular when I was in the cinema, a good house and very good reactions and plenty of laughs.  "	"1"
"It's a feel-good film and that's how I felt when I came out of the cinema!  "	"1"
"It has northern humour and positive about the community it represents.  "	"1"
"I rather enjoyed it.  "	"1"
"I liked it.  "	"1"
"I couldn't take them seriously.  "	"0"
"It really created a unique feeling though.  "	"1"
"Vivian Schilling did an excellent job with the script.  "	"1"
"A world better than 95% of the garbage in the theatres today.  "	"1"
"Her role was played well.  "	"1"
"Not too screamy not to masculine but just right.  "	"1"
"The camera really likes her in this movie.  "	"1"
"I would have casted her in that role after ready the script.  "	"1"
"As a European, the movie is a nice throwback to my time as a student in the 1980's and the experiences I had living abroad and interacting with other nationalities, although the circumstances were slightly different.  "	"1"
"I am a fan of his ... This movie sucked really bad.  "	"0"
"Even worse than Ticker!  "	"0"
"& That movie was bad.  "	"0"
"Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hummh!  "	"0"
"It just blew.  "	"0"
"This movie is excellent!Angel is beautiful and Scamp is adorable!His little yelps when hes scared,and the funniest parts are when:Scamp is caught under the curtain and when Angel and Scamp are singing 'Ive Never Had This Feeling Before'.I totally recommend this movie,its coming out on special edition on June 20.The cover has scamp on a garbage can and Angel underneath the lid.  "	"1"
"I just cant explain this movie more than romantic,charming,hilarious,and adorable.The junkyard scenes are funny,all the junkyard dogs have something special.Too funny i laughed,kids will LOVE it.Buy it when it comes out,it has new features!  "	"1"
"Now we were chosen to be tortured with this disgusting piece of blatant American propaganda.  "	"0"
"This show is made for Americans - it is too stupid and full with hatred and clichés to be admitted elsewhere.  "	"0"
"Almost everyone involved must be return to school, acting is utterly predictable and bad, script is pile of garbage all round.  "	"0"
"I wish I could enter negative values, admins?  "	"0"
"The sets are so bad, they wouldn't look out of place on a Thunderbirds episode.  "	"0"
"The use of slow-motion needlessly repeats itself throughout the movie but is well backed up by bad acting (and bad is a kind word here), no continuity, scenes that are thrown in for no reason whatsoever, vehicles that looked like they were made from a Corn Flakes box and a directorial style that bordered on stupidity.  "	"0"
"Oh yeah, and the storyline was pathetic too.  "	"0"
"I hate writing bad reviews about films - especially those in which I really like the star - but this film is so bad I don't believe for one second that anyone could have been proud of it.  "	"0"
"I am not a filmmaker nor am I a director but I would hide my head in the sand if I'd spent whatever amount of money and time on this movie.  "	"0"
"In short - this was a monumental waste of time and energy and I would not recommend anyone to EVER see this film.  "	"0"
"It came free with a DVD player I bought but I still turned the thing off halfway through because I was embarrassed for Howell.  "	"0"
"1/10 - and only because there is no setting for 0/10.  "	"0"
"An interesting premise, and Billy Drago is always good as a dangerous nut-bag (side note: I'd love to see Drago, Stephen McHattie and Lance Hendrikson in a flick together; talk about raging cheekbones!).  "	"1"
"The soundtrack wasn't terrible, either.  "	"1"
"But the acting--even that of such professionals as Drago and Debbie Rochon--was terrible, the directing worse (perhaps contributory to the former), the dialog chimp-like, and the camera work, barely tolerable.  "	"0"
"Still, it was the SETS that got a big "10" on my "oy-vey" scale.  "	"1"
"Yes, I am simplifying things here for the sake of brevity, for this really is at the core of the problems with this film - it has too much going on without any real, fulfilling explanation.  "	"0"
"Both do good jobs and are quite amusing.  "	"1"
"But the convoluted plot just didn't convince me, and much of the film was watched with a weird, questioning glance.  "	"0"
"I let my girlfriend talk me into seeing this - bad idea, we both hated it.  "	"0"
"The last 15 minutes of movie are also not bad as well.  "	"1"
"Bela Lugosi was totally extraneous, intoning odd lines.  "	"0"
"The acting was decidely wooden, though no worse than a period Universal B movie.  "	"0"
"I like Armand Assante & my cable company's summary sounded interesting, so I watched it, twice already, and probably will again.  "	"1"
